concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
178,"Hepatitis B, Perinatal Infection",reviewed,,2024-05-28,,condition,Tuva-developed,,"Included:
1. Infection with hepatitis B virus specified as ""perinatal"" or ""congenital"", whether or not patient is symptomatic, and whether specified as acute, chronic, etc.  The intent is to capture cases where the individual contracted hepatitis B from their mother, either through in utero transmission or (more rarely) otherwise during the perinatal period.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Infection with hepatitis B that is not specified as ""perinatal"" or ""congenital""
2. Contact with or exposure to hepatitis B virus.
3. Positive results for tests of antibodies to hepatitis B, since those may indicate resolved infection or prior immunization.","Candidate codes were identified for review based on ""contains"" searches for:
1. hepatitis b
2. hep b
3. hbv

And ICD-10-CM code ranges: B16*, B17*, B18*",,,,
179,"Hepatitis C Infection, Acute",reviewed,,2024-05-28,,condition,Tuva-developed,,"Included:
1. Infection with hepatitis C virus specified as acute, whether or not patient is symptomatic.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Hepatitis C infection not specified as acute, including Hepatitis C ""carrier"" status.
2. Positive results for tests of antigen or genetic material from, or antibodies to, hepatitis C virus.
3. Contact with or exposure to hepatitis C virus.","Candidate codes were identified for review based on ""contains"" searches for:
1. hepatitis c
2. hep c
3. hcv

And ICD-10-CM code ranges: B17*, B18, B19*",235866006,Acute hepatitis C (disorder),1,http://snomed.info/sct/731000124108/version/20240301
180,"Hepatitis C Infection, Chronic",reviewed,,2024-05-28,,condition,Tuva-developed,,"Included:
1. Infection with hepatitis C virus specified as chronic, whether or not patient is symptomatic.
2. Hepatitis C ""carrier"" status, since that generally is a chronic state.
3. Hepatic cirrhosis due to hepatitis C virus, since that generally occurs only with chronic infection.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Hepatitis C infection not specified as chronic
2. Positive results for tests of antigen or genetic material from, or antibodies to, hepatitis C virus.
3. Contact with or exposure to hepatitis B virus.","Candidate codes were identified for review based on ""contains"" searches for:
1. hepatitis c
2. hep c
3. hcv

And ICD-10-CM code ranges: B17*, B18, B19*",128302006,Chronic hepatitis C (disorder),1,http://snomed.info/sct/731000124108/version/20240301
181,"Hepatitis C, Perinatal Infection",reviewed,,2024-05-28,,condition,Tuva-developed,,"Included:
1. Infection with hepatitis C virus specified as ""perinatal"" or ""congenital"", whether or not patient is symptomatic, and whether specified as acute, chronic, etc.  The intent is to capture cases where the individual contracted hepatitis C from their mother, either through in utero transmission or (more rarely) otherwise during the perinatal period.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Infection with hepatitis C that is not specified as ""perinatal"" or ""congenital""
2. Contact with or exposure to hepatitis C virus.","Candidate codes were identified for review based on ""contains"" searches for:
1. hepatitis c
2. hep c
3. hcv

And ICD-10-CM code ranges: B17*, B18, B19*",,,,
182,"Hepatitis C Infection, Laboratory Testing for",reviewed,,2024-09-17,"Updated value_set_search_notes to account for the fact that ""hepatitis"" and ""C"" may not be consecutive in code descriptions.",diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of hepatitis C virus, or components thereof, in a specimen.
2. Laboratory tests used to detect evidence of exposure to hepatitis C virus, e.g. tests for antibodies to hepatitis C virus.","Candidate codes were identified for review based on ""contains"" searches for:
1. hepatitis AND C (the ""B"" is case-sensitive)
2. hep AND C (the ""B"" is case-sensitive)
3. hcv",,,,
183,HIV Infection,reviewed,,2024-05-29,,condition,Tuva-developed,,"Included:
1. Infection with human immunodeficiency virus (HIV; any strain or subtype including HIV-1, HIV-2, etc.), whether or not acquired immunodeficiency syndrome (AIDS), or any other clinical manifestation, is present.
2. Positive testing for HIV, including a antibody test results even in the absence of tests for viral genetic material.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to HIV.
2. ""Persistent generalized lymphadenopathy"" without further details, since this phenomenon, while classified in SNOMED CT as a semantic descendant of ""HIV infection"", can occur in other conditions as well.
3. ""Vacuolar myelopathy"", since, while this is a recognized phenomenon in HIV disease, myelopathies with vacuolation can occur in other conditions, e.g. B12 deficiency (see: https://pubmed-ncbi-nlm-nih-gov.offcampus.lib.washington.edu/3974673/).","Candidate codes were identified for review based on ""contains"" searches for:
1. HIV (case-sensitive)
2. human immunodef
3. AIDS (case-sensitive)
4. acquired immun",86406008,Human immunodeficiency virus infection (disorder),1,http://snomed.info/sct/731000124108/version/20240301
184,"HIV Infection, Laboratory Testing for",reviewed,,2024-05-29,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of human immunodeficiency virus (HIV, any strain or subtype including HIV-1, HIV-2, etc.), or components thereof, in a specimen.
2. Laboratory tests used to detect evidence of exposure to HIV, e.g. tests for antibodies to HIV.","Candidate codes were identified for review based on ""contains"" searches for:
1. HIV (case-sensitive)
2. human immunodef
3. AIDS (case-sensitive)
4. acquired immun
5. p24",,,,
185,Invasive Pneumococcal Disease,reviewed,,2024-05-30,,condition,Tuva-developed,,"Included:
1. Disease described as ""invasive"" and due to Streptococcus pneumoniae
2. Disease due to Streptococcus pneumoniae involving presence of the bacteria in a normally sterile part of the body, including the following conditions: bacteremia, sepsis, meningitis, osteomyelitis, empyema, peritonitis, endocarditis, arthritis, pericarditis, infections of the urinary tract, etc.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Non-invasive pneumococcal disease, including pneumonia, otitis media, rhinosinusitis, pharyngitis, laryngitis, tonsillitis, or bronchitis.
4. ""Pleurisy"" due to pneumoccus, since this may consist of inflammation of the pleura, with or without a sterile pleural effusion, as a complication of pneumoccal pneumonia, rather than presence of pneumococcus in the pleural space.","Candidate codes were identified for review based on ""contains"" searches for:
1. strep AND pneumo
2. pneumococc",406617004,Invasive Streptococcus pneumoniae disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
186,Elevated Blood Lead Concentration or lead-related toxicity,reviewed,,2024-05-31,,condition,Tuva-developed,,"Included:
1. Blood lead concentration that is above normal levels
2. Assertion of ""poisoning"" or toxic effect(s) of exposure to lead (either elemental lead or lead-containing compounds).

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Exposure to lead","Candidate codes were identified for review based on ""contains"" searches for:
1. lead
2. pb
3. plumb

And ICD-10-CM code ranges: T56.0*",407151008,Lead level above reference range (finding),1,http://snomed.info/sct/731000124108/version/20240301
187,"Elevated Blood Lead Concentration or lead-related toxicity, Laboratory Testing for",reviewed,,2024-05-31,,diagnostic test,Tuva-developed,,"Included:
1. Measurements involving lead in any specimen type that is derived from a patient.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Measurements involving lead in any non-patient-derived specimen type, e.g. drinking water or dialysis fluid.","Candidate codes were identified for review based on ""contains"" searches for:
1. lead
2. pb
3. plumb",,,,
188,Legionellosis,reviewed,,2024-05-31,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""legionellosis"", or any statement as to presence (including infection or asymptomatic carriage) of organisms in the genus Legionella.
2. Assertion of Legionella ""carrier"" status.
3. ""Pontiac fever"", which is a clinical syndrome caused by Legionella
4. ""Pittsburgh pneumonia"", which is caused by Legionella.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Legionella.
2. Positive tests for antibodies to Legionella, since that may indicate past, rather than present, infection.","Candidate codes were identified for review based on ""contains"" searches for:
1. legion
2. pontiac

And ICD-10-CM code ranges: A48*",26726000,Legionella infection (disorder),1,http://snomed.info/sct/731000124108/version/20240301
189,Leptospirosis,reviewed,,2024-06-03,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""leptospirosis"", or any statement as to presence (including infection or asymptomatic carriage) of organisms in the genus Leptospira.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Leptospira.
2. Positive tests for antibodies to Legionella, since that may indicate past, rather than present, infection.
3. ""Lepthangamushi syndrome"".  This is apparently a portmanteau used to describe illnesses suspected of being due either to Hantavirus, Leptospira, or Orientia tsutsugamushi in settings where definitive diagnosis is difficult (reference: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4957883/).","Candidate codes were identified for review based on ""contains"" searches for:
1. leptospi
2. weil

And ICD-10-CM code ranges: A27*",77377001,Leptospirosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
190,"Leptospirosis, Laboratory Testing for",reviewed,,2024-06-03,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of organisms in the genus Leptospira, or components thereof, in a specimen.
2. Laboratory tests used to detect evidence of exposure to organisms in the genus Leptospira, e.g. tests for antibodies to such organisms.","Candidate codes were identified for review based on ""contains"" searches for:
1. leptospi
2. weil",,,,
191,"Legionellosis, Laboratory Testing for",reviewed,,2024-06-03,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence in a patient specimen of organisms in the genus Legionella, or components thereof, in a specimen from a patient (or no specification as to specimen).
2. Laboratory tests used to detect evidence of exposure to organisms in the genus Legionella, e.g. tests for antibodies to such organisms.

Not included:
1. Tests on non-patient specimens, e.g. drinking water, environmental specimens, etc.","Candidate codes were identified for review based on ""contains"" searches for:
1. legion
2. pontiac",,,,
192,Listeriosis,reviewed,,2024-06-03,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""listeriosis"", or any statement as to presence (including infection or asymptomatic carriage) of organisms in the genus Listeria.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Listeria.
2. Positive tests for antibodies to Listeria, since that may indicate past, rather than current, infection.
3. History of listeriosis.","Candidate codes were identified for review based on ""contains"" searches for:
1. listeri

And ICD-10-CM code ranges: A32*",721739005,"Infection caused by Listeria (disorder)
SCTID: ",1,http://snomed.info/sct/731000124108/version/20240301
193,"Listeriosis, Laboratory Testing for",reviewed,,2024-06-03,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence in a patient specimen of organisms in the genus Listeria, or components thereof, in a specimen from a patient (or no specification as to specimen).
2. Laboratory tests used to detect evidence of exposure to organisms in the genus Listeria, e.g. tests for antibodies to such organisms.

Not included:
1. Tests on non-patient specimens, e.g. drinking water, environmental specimens, etc.","Candidate codes were identified for review based on ""contains"" searches for:
1. listeri",,,,
194,"Lyme disease, Laboratory Testing for",reviewed,,2024-06-04,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of the following organisms, or components thereof:
a. Organisms identified as ""Borrelia burgdorferi sensu lato"" (which refers collectively to species in the genus Borrelia that cause Lyme disease)
b. Any of the following organisms in the genus Borrelia: B. afzelii, B. bavariensis, B. burgdorferi (aka B. burgdorferi sensu stricto), B. garinii, B. mayonii, B. spielmanii.
c. Any organism in the genus Borreliella (a new genus name meant to include causative agents for Lyme disease).

Not included:
1. Tests related to Borrelia without specifying a species or B. burgdorferi sensu lato.
2. Disease specified as being due to B. recurrentis, B. hermsii, B. parkeri, or B. miyamotoi, which are Borrelia species not commonly thought to cause Lyme disease.","Candidate codes were identified for review based on ""contains"" searches for
1. lyme
2. borrelia
3. borreliella",,,,
195,Malaria,reviewed,,2024-06-04,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""malaria"", or any statement as to presence (including infection or asymptomatic carriage) of organisms in the genus Plasmodium.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to malaria.
2. Positive tests for antibodies to Plasmodium species, since that may indicate past, rather than current, infection.
3. History of malaria.","Candidate codes were identified for review based on ""contains"" searches for
1. malari
2. plasmod

And ICD-10-CM code ranges: B50*, B51*, B52*, B53*, B54*",61462000,Malaria (disorder),1,http://snomed.info/sct/731000124108/version/20240301
196,"Malaria, Laboratory Testing for",reviewed,,2024-06-05,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of any organism in the genus Plasmodium, or components thereof.","Candidate codes were identified for review based on ""contains"" searches for
1. malari
2. plasmod",,,,
197,Measles,reviewed,,2024-06-05,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""measles"" or ""rubeola"" (with the exception of ""rubeola scarlatinosa""; see below) or a manifestation of same.
2. Near-term complications of measles (i.e. typically occurring < 1 year after infection), including measles inclusion body encephalitis (MIBE), which typically occurs 1-6 months after initial measles infection, but not including subacute sclerosing panencephalitis (SSPE; see below)

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to measles.
2. Positive tests for antibodies to measles virus, since that may indicate past, rather than current, infection.
3. History of measles.
4. ""Giant cell"" pneumonia.  While this is a recognized complication of measles, it may not always indicate the presence of measles.  For instance, an interstitial pneumonia with giant cells can occur with exposure to certain metals.
5. Complications of measles that typically occur > 1 year after infection, including SSPE, which typically occurs 7-10 years following infection.
6. ""Rubeola scarlatinosa"", which describes an illness involving a rash, but does not necessarily indicate the presence of measles.","Candidate codes were identified for review based on ""contains"" searches for
1. measl
2. rubeol

And ICD-10-CM code ranges: B05*",14189004,Measles (disorder),1,http://snomed.info/sct/731000124108/version/20240301
198,"Measles, Laboratory Testing for",ready for review,,2024-06-25,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of measles virus, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to measles virus, since those may reflect immunization status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. measl
2. rubeol",,,,
199,Melioidosis,ready for review,,2024-06-25,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""melioidosis"" or due to Burkholderia pseudomallei (formerly known as ""Pseudomona mallei"").

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to melioidosis.
2. History of melioidosis.
3. Infection due to B. mallei, formerly known as P. mallei (including the disease ""glanders""), which is a different organism and disease.","Candidate codes were identified for review based on ""contains"" searches for
1. melioid
2. pseudomall
3. pseudoglanders
4. whitmore

And ICD-10-CM code ranges: A24*",428111003,Melioidosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
200,"Melioidosis, Laboratory Testing for",ready for review,,2024-06-25,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Burkholderia pseudomallei (formerly known as ""Pseudomona mallei""), or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to B. pseudomallei, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. melioid
2. pseudomall
3. pseudoglanders
4. whitmore",,,,
201,Meningococcal disease,ready for review,,2024-06-25,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""meningococcal"" or due to Neisseria meningitidis.
2. Infection with meningococcus described as asynmptomatic or a ""carrier"" state.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to meningococcus.
2. History of meningococcal disease.
3. Waterhouse–Friderichsen syndrome, since that condition, despite being most frequently cause by N. meningitidis infections, may be cause by infections with other organisms.","Candidate codes were identified for review based on ""contains"" searches for
1. meningococc
2. meningitidis

And ICD-10-CM code ranges: A39*",23511006,Meningococcal infectious disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
202,"Meningococcal disease, Laboratory Testing for",ready for review,,2024-06-25,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Neisseria meningitidis, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to N. meningitidis, since those may reflect immunization status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. meningococc
2. meningitidis",,,,
203,Mpox virus infection,ready for review,,2024-06-25,,condition,Tuva-developed,,"Included:
1. Any disorder described as ""mpox"", ""monkey pox"", or ""monkeypox"", or due to the Mpox virus (formerly known as the monkeypox virus)

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to the Mpox virus.
2. History of Mpox.","Candidate codes were identified for review based on ""contains"" searches for
1. mpox
2. monkeypox
3. monkey pox",359814004,Monkeypox (disorder),1,http://snomed.info/sct/731000124108/version/20240301
204,"Mpox virus infection, Laboratory Testing for",ready for review,,2024-06-25,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Mpox (formerly known as ""monkeypox""), or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to Mpox, e.g. tests for antibodies to that virus.","Candidate codes were identified for review based on ""contains"" searches for
1. mpox
2. monkeypox
3. monkey pox",,,,
205,Mumps,ready for review,,2024-06-26,,condition,Tuva-developed,,"Included:
1. Any illness caused by the mumps virus

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to mumps.
2. History of mumps.","Candidate codes were identified for review based on ""contains"" searches for
1. mumps

And ICD-10-CM code ranges: B26*",36989005,Mumps (disorder),1,http://snomed.info/sct/731000124108/version/20240301
206,"Mumps, Laboratory Testing for",ready for review,,2024-06-26,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of mumps virus, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to mumps virus, or for reactions to intradermal injection of mumps antigen, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. mumps",,,,
207,Novel influenza A virus infections,ready for review,,2024-06-28,,condition,Tuva-developed,,"Included:
1. Presence of and/or disease due to ""novel influenza A"" viruses, or any of the following specified subtypes of influenza A virus: H2, H5, H7, and H9.

Note: This list is based on the CDC's 2014 case definition for ""Novel Influenza A Virus Infections"" (https://ndc.services.cdc.gov/case-definitions/novel-influenza-a-virus-infections-2014/), which is current as of 6/2024.  That case definition does not provide an exhaustive list of influenza A subtypes that comprise ""novel influenza A"".  Rather, it defines the latter as ""an influenza A virus subtype that is different from currently circulating human influenza H1 and H3 viruses"".  The case definition states that novel subtypes include H2, H5, H7, and H9, but that other subtypes may constitute novel influenza A subtypes, inclulding H1 and H3 subtypes ""originating from a non-human species or from genetic reassortment between animal and human viruses"".  Thus, this value set identify some, but not all, novel influenza A subtypes under the CDC's definition.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to any of the aforementioned subtypes  of influenza A virus.
2. History of infection with any of the aforementioned subtypes  of influenza A virus.","Candidate codes were identified for review based on ""contains"" searches for
1. influenza AND novel
2. influenza AND (H2, H5, H7, or H9)

And ICD-10-CM code ranges: J09*",541131000124102,Infection caused by novel Influenza A virus variant (disorder),1,http://snomed.info/sct/731000124108/version/20240301
208,"Novel influenza A virus infections, Laboratory Testing for",ready for review,,2024-06-28,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of ""novel influenza A"" viruses, or any of the following specified subtypes of influenza A virus: H2, H5, H7, and H9, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  ""novel influenza A"" viruses, or any of the following specified subtypes of influenza A virus: H2, H5, H7, and H9, e.g. tests for antibodies to such viruses.","Candidate codes were identified for review based on ""contains"" searches for
1. influenza AND novel
2. influenza AND (H2, H5, H7, or H9)",,,,
209,Pertussis,ready for review,,2024-06-28,,condition,Tuva-developed,,"Included:
1. Any illness caused by Bordetella pertussis.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Bordetella pertussis.
2. History of Bordetella pertussis.
3. Disease due to B. parapertussis.
4. Disease specified merely as ""whooping cough"", since that term may be applied to diseases caused by organisms other than B. pertussis.","Candidate codes were identified for review based on ""contains"" searches for
1. pertussis
2. whooping

And ICD-10-CM code ranges: A37*",27836007,Pertussis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
210,"Pertussis, Laboratory Testing for",ready for review,,2024-06-28,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Bordetella pertussis, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to Bordetella pertussis, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. pertussis
2. whooping",,,,
211,Pesticide-related toxicity,ready for review,,2024-06-28,,condition,Tuva-developed,,"Included:
1. Any condition describing a toxic or adverse effect, ""poisoning"", or ""overdose"", stated to be due to a pesticide, including insecticides, herbicides, fungicides, rodenticides, etc., whether or not a specific substance is mentioned, with the exception of substances that are also used as therapeutic agents in humans (internally or externally), e.g. warfarin, benzyl benzoate, scabicides, and pediculicides.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Allergy to a pesticide
2. Exposure to a pesticide
3. Harmful effects of insect repellants (as opposed to insecticides)","Candidate codes were identified for review based on ""contains"" searches for
1. pesticide
2. insecticide
3. herbicide
4. fungicide
5. rodenticide",37131007,Pesticide poisoning (disorder),1,http://snomed.info/sct/731000124108/version/20240301
212,"Pesticide-related toxicity, Laboratory Testing for",ready for review,,2024-07-03,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect or measure the concentration, in an unspecified specimen type or in a specimen that might come from a patient, of pesticides, including insecticides, herbicides, fungicides, rodenticides, etc., whether or not a specific substance is mentioned, with the exception of substances that are also used as therapeutic agents in humans (internally or externally), e.g. warfarin, benzyl benzoate, scabicides, and pediculicides.
2. Tests done on specimens not from a patient, e.g. on feed material or an environmental specimen.","Candidate codes were identified for review based on ""contains"" searches for
1. pesticide
2. insecticide
3. herbicide
4. fungicide
5. rodenticide
6. [LOINC codes that belong to any LOINC panels that contain the above terms]
7. [All specific substances identified among the SNOMED CT concepts selected for the value set of Tuva concept #211, ""Pesticide-related toxicity"").",,,,
213,Infection due to Yersinia pestis,ready for review,,2024-07-03,,condition,Tuva-developed,,"Included:
1. Any illness caused by Yersinia pestis, or identified as ""plague"" (without further specificity), ""black plague"", or ""bubonic plague"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to Yersinia pestis.
2. History of Yersinia pestis infection.
3. Infection to Yersinia species other than Y. pestis","Candidate codes were identified for review based on ""contains"" searches for
1. yersin
2. plague

And ICD-10-CM code ranges: A20*",58750007,Plague (disorder),1,http://snomed.info/sct/731000124108/version/20240301
214,"Infection due to Yersinia pestis, Laboratory Testing for",ready for review,,2024-07-05,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Yersinia pestis, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  Y. pestis, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. yersin
2. plague",,,,
215,Poliovirus infection,ready for review,,2024-07-05,,condition,Tuva-developed,,"Included:
1. Any infection with any human poliovirus, whether wild-type or vaccine-associated.  Includes codes that assert the presence of findings of paralytic poliomyelitis, codes that assert the absence of such findings, and codes that do not specify whether or not such findings are present.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to poliovirus.
2. History of poliovirus infection.
3. Sequelae of poliovirus infection that are likely to be long-lasting, e.g. ""osteopathy after poliomyelitis"" or ""postpolio syndrome"".
4. Assertion of ""acute flaccid paralysis"" or ""acute flaccid myelitis"" without mention of poliovirus infection.
5. Conditions described as ""polioencephalopathy"" or ""polioencephalitis"", since those seem to have been used over time to sometimes refer to conditions not caused by poliovirus (example: https://pubmed.ncbi.nlm.nih.gov/5388084/).","Candidate codes were identified for review based on ""contains"" searches for
1. polio

And ICD-10-CM code ranges: A80*",721764008,Infection caused by Human poliovirus (disorder),1,http://snomed.info/sct/731000124108/version/20240301
216,"Poliovirus infection, paralytic",ready for review,,2024-07-05,,condition,Tuva-developed,,"Included:
1. Any infection with any human poliovirus that is identified as ""paralytic"" or involving motor function in the limbs, whether wild-type or vaccine-associated.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to poliovirus.
2. History of poliovirus infection.
3. Sequelae of poliovirus infection that are likely to be long-lasting, e.g. ""osteopathy after poliomyelitis"" or ""postpolio syndrome"".
4. Assertion of ""acute flaccid paralysis"" or ""acute flaccid myelitis"" without mention of poliovirus infection.
5. Poliovirus infection described as ""bulbar"" (which denotes involvement of the cranial nerves).","Candidate codes were identified for review based on ""contains"" searches for
1. polio

And ICD-10-CM code ranges: A80*",240460008,Acute paralytic poliomyelitis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
217,"Poliovirus infection, nonparalytic",ready for review,,2024-07-05,,condition,Tuva-developed,,"Included:
1. Any infection with any human poliovirus that is identified as ""non-paralytic"" or stated not to involve motor function in the limbs, whether wild-type or vaccine-associated.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to poliovirus.
2. History of poliovirus infection.
3. Sequelae of poliovirus infection that are likely to be long-lasting, e.g. ""osteopathy after poliomyelitis"" or ""postpolio syndrome"".
4. Assertion of ""acute flaccid paralysis"" or ""acute flaccid myelitis"" without mention of poliovirus infection.","Candidate codes were identified for review based on ""contains"" searches for
1. polio

And ICD-10-CM code ranges: A80*",14535005,Acute nonparalytic poliomyelitis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
218,"Poliovirus infection, Laboratory Testing for",ready for review,,2024-07-08,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of human poliovirus, or components thereof, in a specimen.

Not included:
1. Tests for antibodies to human poliovirus, since those may reflect immunization or immunity status rather than infection.","Candidate codes were identified for review based on ""contains"" searches for
1. polio",,,,
219,Psittacosis,ready for review,,2024-07-09,,condition,Tuva-developed,,"Included:
1. Any infection with Chlamydia psittaci, aka Chlamydophila psittaci.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to C. psittaci.
2. History of C. psittaci infection.","Candidate codes were identified for review based on ""contains"" searches for
1. psittac
2. ornith
3. parrot",75116005,Ornithosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
220,"Psittacosis, Laboratory Testing for",ready for review,,2024-07-09,,diagnostic test,Tuva-developed,,"Included:
1. Laboratory tests used specifically to detect the presence of Chlamydia psittaci, aka Chlamydophila psittaci, or components thereof, in a specimen.
2. Laboratory tests used specifically to detect evidence of exposure to  C. psittaci, e.g. tests for antibodies to that organism.","Candidate codes were identified for review based on ""contains"" searches for
1. psittac
2. ornith
3. parrot",,,,
221,Q fever,ready for review,,2024-07-10,,condition,Tuva-developed,,"Included:
1. Any infection with Coxiella burnetii or disorder described as ""Q Fever"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to C. burnetii.
2. History of C. burnetii infection.","Candidate codes were identified for review based on ""contains"" searches for
1. q fever
2. coxiella
3. burnetii",186788009,Q fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
222,"Q fever, acute",ready for review,,2024-07-10,,condition,Tuva-developed,,"Included:
1. Any (infection with Coxiella burnetii or disorder described as ""Q Fever"") that is specified as acute.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to C. burnetii.
2. History of C. burnetii infection.","Candidate codes were identified for review based on ""contains"" searches for
1. q fever
2. coxiella
3. burnetii",409553007,Acute Q fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
223,"Q fever, chronic",ready for review,,2024-07-10,,condition,Tuva-developed,,"Included:
1. Any (infection with Coxiella burnetii or disorder described as ""Q Fever"") that is specified as chronic.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Contact with or exposure to C. burnetii.
2. History of C. burnetii infection.","Candidate codes were identified for review based on ""contains"" searches for
1. q fever
2. coxiella
3. burnetii",409552002,Chronic Q fever (disorder),1,http://snomed.info/sct/731000124108/version/20240301
